stock1, stock2, p_value, crossings
HU0000089198, PLUNMOT00013, 2.971338735077388e-07, 0.0036231884057971015
PLADDRG00015, PLIPOPM00011, 8.369741518220938e-07, 0.0036081043574798777
PLELKOP00013, PLLSSFT00016, 2.000657277496146e-05, 0.0036075036075036075
PLMNRTR00012, PLZCPLC00036, 9.379322289308113e-09, 0.0035962598897146965
PLELKOP00013, PLERTEL00011, 2.88623071056355e-06, 0.0035885167464114833
HU0000089198, PLCLDTC00019, 1.4231432197616398e-07, 0.00350754121360926
PLECHPS00019, PLRESBD00032, 2.221765345068781e-14, 0.0034869240348692405
NL0009508712, PLFAMUR00012, 7.645149264718417e-09, 0.003421461897356143
NL0009508712, PLACTIN00018, 1.0985263013333911e-08, 0.003421461897356143
NL0009508712, PLHRPHG00023, 1.720180068179964e-07, 0.003421461897356143
NL0009508712, PLINTKS00013, 6.227106540083725e-06, 0.003421461897356143
LU0122624777, PLWOJAS00014, 5.916205779636712e-12, 0.0033713692946058093
PLSTLSK00016, PLZSTAL00012, 2.354372045657232e-07, 0.0032194155522535907
PLGTC0000037, PLZSTAL00012, 1.7387915034967652e-05, 0.0032194155522535907
LU0122624777, PLODLPL00013, 5.385076515671435e-06, 0.0031831537708129284
PLGRNKT00019, PLWRKSR00019, 2.502963410982456e-06, 0.003161222339304531
PLECHPS00019, PLKLSTN00017, 2.5133903661539613e-06, 0.0031484620973601355
PLZBMZC00019, PLZSTAL00012, 3.5184819398183624e-12, 0.00312256049960968
PLZBMZC00019, PLZCPLC00036, 4.364613530883594e-12, 0.00312256049960968
PLLUBAW00013, PLMCIMG00012, 1.0517151918034031e-05, 0.002989799507562434
PLATM0000021, PLRESBD00032, 2.3465980371339506e-08, 0.0029887920298879204
PLRELPL00014, PLSTPRK00019, 2.1434490692045715e-20, 0.0029607698001480384
LU0122624777, PLCAMMD00032, 5.3074916695440666e-11, 0.0028578851649779164
LU0122624777, PLPRGNK00017, 1.1754678459677185e-13, 0.0028556593977154725
PLBIOTN00029, PLLZPSK00019, 1.065961440347953e-05, 0.0028005170185264974
NL0009508712, PLINSTK00013, 2.100960445767528e-07, 0.0027993779160186624
NL0009508712, PLMOBRK00013, 3.786925371983654e-07, 0.0027993779160186624
NL0009508712, PLINTRL00013, 4.861081403446115e-07, 0.0027993779160186624
NL0009508712, PLZSTAL00012, 6.474104286783969e-07, 0.0027993779160186624
NL0009508712, PLSEKO000014, 9.31122064239248e-07, 0.0027993779160186624
NL0009508712, PLCMPLD00016, 5.847123622022193e-06, 0.0027993779160186624
NL0009508712, PLMNRTR00012, 9.876653582151556e-06, 0.0027993779160186624
NL0009508712, PLVNDEX00013, 2.0220802628106925e-05, 0.0027993779160186624
PLPONAR00012, PLTRNSU00013, 1.8027574290252625e-08, 0.0027441485068603715
PLFAMUR00012, PLKRINK00014, 0.0, 0.0027013752455795677
LU0122624777, PLMUZA000019, 4.437087200288602e-07, 0.0026934378060724778
PLMNRTR00012, PLZTKMA00017, 1.9061583505680483e-05, 0.0026372572524574443
PLSFNKS00011, PLZRWZW00012, 4.7719792289438986e-08, 0.002615311459819306
PLRESBD00032, PLVVDGM00014, 5.080225933892095e-06, 0.0025089605734767025
PLGMNGF00017, PLMBION00016, 6.082454281698359e-07, 0.0024600246002460025
PLGMNGF00017, PLMDNCE00016, 1.2189254861044305e-06, 0.0024600246002460025
PLGMNGF00017, PLSTLEX00019, 2.559086413211896e-06, 0.0024600246002460025
PLSKTAN00010, PLVSTLA00011, 1.0495325648559335e-08, 0.002418574653337633
LU0122624777, PLADVPL00029, 4.310767576402215e-17, 0.002287166454891995
LU0122624777, PLINTRL00013, 1.4243389856744223e-20, 0.002284843869002285
PLIDMSA00044, PLWDM0000029, 9.020503064774576e-07, 0.00224271118863693
NL0009508712, PLINPRO00015, 1.5232947299836854e-07, 0.002228589621139764
NL0009508712, PLERBUD00012, 5.31301722805425e-07, 0.002177293934681182
NL0009508712, PLELEKT00016, 9.042791943893276e-07, 0.002177293934681182
NL0009508712, PLLUBAW00013, 1.690775316559552e-06, 0.002177293934681182
NL0009508712, PLAPATR00018, 2.6622412618241425e-06, 0.002177293934681182
NL0009508712, PLEMCIM00017, 3.9802331510438646e-06, 0.002177293934681182
NL0009508712, PLHELIO00014, 1.1525200593780976e-05, 0.002177293934681182
AT0000827209, PLLSSFT00016, 6.9681929004535414e-12, 0.0021645021645021645
PLLENTX00010, PLLSSFT00016, 1.793568105517225e-06, 0.0021645021645021645
PLLUBAW00013, PLNVITA00018, 2.7237438212596307e-05, 0.002079002079002079
FR0000060873, PLXTPL000018, 3.874750182047373e-06, 0.0019710906701708277
LU0122624777, PLTRFRM00018, 2.9051913189495425e-10, 0.0019588638589618022
LU0122624777, PLRAFAK00018, 9.646979926804241e-08, 0.0019588638589618022
NL0009508712, PLVOTUM00016, 1.1217136925328822e-05, 0.0018826482585503608
PLPONAR00012, PLPROJP00018, 3.1881100339335865e-06, 0.0018163804491413474
LU0122624777, PLIZCJR00017, 5.117249356154253e-07, 0.0017513134851138354
LU0122624777, PLLCCRP00017, 1.574237624898483e-06, 0.0017165277096615988
LU0122624777, PLDMDVL00012, 6.840808663763053e-10, 0.0017140058765915769
LU0122624777, PLMCIMG00012, 6.905363550254401e-06, 0.0017140058765915769
AT0000827209, PLDEBCA00016, 1.189836254695686e-08, 0.001673840267814443
PLLUBAW00013, PLNFI1200018, 2.677927975676032e-08, 0.0016676773802304426
NL0009508712, PLKNOPL00014, 5.710810361775958e-07, 0.001614987080103359
NL0009508712, PLBGZ0000010, 6.33571393120399e-07, 0.001614987080103359
NL0009508712, PLBMECH00012, 5.501015222747795e-08, 0.0015552099533437014
NL0009508712, PLKLNR000017, 6.181510519991944e-08, 0.0015552099533437014
NL0009508712, PLCAMMD00032, 6.351252164913422e-08, 0.0015552099533437014
NL0009508712, PLARTPR00012, 1.7883991285188176e-07, 0.0015552099533437014
NL0009508712, PLWOJAS00014, 4.665672499447601e-07, 0.0015552099533437014
NL0009508712, PLPRCHM00014, 5.362330705847305e-07, 0.0015552099533437014
NL0009508712, PLK2ITR00010, 7.159877714674303e-07, 0.0015552099533437014
NL0009508712, PLCNTSL00014, 8.53432020594895e-07, 0.0015552099533437014
NL0009508712, PLZAPUL00057, 1.3019129495551755e-06, 0.0015552099533437014
NL0009508712, PLUNMST00014, 1.4582261940049691e-06, 0.0015552099533437014
NL0009508712, PLPONAR00012, 2.8300312869371435e-06, 0.0015552099533437014
NL0009508712, PLMRBUD00015, 3.715910267542741e-06, 0.0015552099533437014
NL0009508712, PLKRINK00014, 4.454150528691389e-06, 0.0015552099533437014
LU0122624777, PLELPO000016, 2.8601707447060917e-10, 0.0014691478942213516
PLPONAR00012, PLPRCHM00014, 2.435725325004166e-05, 0.0013959981386691485
PLGTC0000037, PLTRKPL00014, 1.3258255436699229e-05, 0.0012853470437017994
LU0122624777, PLCTINT00018, 2.0260314417168502e-20, 0.0012648621300278269
PLLUBAW00013, PLSKTAN00010, 1.5238997125770457e-08, 0.001128668171557562
PLSKTAN00010, PLSTLPD00017, 6.169260690355639e-08, 0.001128668171557562
PLPEPES00018, PLSTPRK00019, 0.0, 0.0009869232667160128
NL0009508712, PLESTHN00018, 3.1044589697036445e-06, 0.000973393900064893
NL0009508712, PLERPCO00017, 2.4987988462496417e-06, 0.0009377930603313535
NL0009508712, PLZATRM00012, 5.424706656705683e-06, 0.0009331259720062209
NL0009508712, PLSELNA00010, 1.0034603184625388e-05, 0.0009331259720062209
LU0122624777, PLUNBEP00015, 1.0319201711739322e-11, 0.000776598498576236
LU0122624777, PLTRKPL00014, 6.818800789251446e-22, 0.0007712082262210797
PLSFNKS00011, PLZSTAL00012, 5.120710053548889e-09, 0.0007429420505200594
LU0122624777, PLREMAK00016, 3.099584599378279e-11, 0.0007345739471106758
PLMRVPL00016, PLONCTH00011, 4.175719005050919e-06, 0.000727802037845706
HU0000089198, PLALIOR00045, 1.2692261655275678e-22, 0.0003698224852071006
HU0000089198, PLPCCEX00010, 2.680436906145586e-07, 0.000361794500723589
HU0000089198, PLWRKSR00019, 2.285448741373569e-08, 0.00035124692658939234
LU0122624777, PLBMDLB00018, 7.58120735051726e-06, 0.000327653997378768
LU0122624777, NL0009805613, 1.4350928028076498e-05, 0.00032530904359141186
LU0122624777, PLESTHN00018, 5.135528861915299e-10, 0.0003244646333549643
LU0122624777, PLKNOPL00014, 4.198133125191708e-09, 0.00032299741602067185
LU0122624777, LU0607203980, 6.909269992391857e-12, 0.00032123353678124
LU0122624777, PLINPRO00015, 1.456816740028133e-10, 0.0003183699458771092
NL0009508712, PLBAUMA00017, 6.014889827580366e-06, 0.00031104199066874026
PLATM0000021, PLMWTRD00013, 4.679989163406361e-18, 0.0002516989680342311
PLATM0000021, PLZSTAL00012, 5.707670357673545e-13, 0.00024764735017335313
PLATM0000021, PLNTSYS00013, 7.344313085382496e-06, 0.00024606299212598425
PLFAMUR00012, PLHELIO00014, 5.035192502325747e-16, 0.00024313153415998054
PLECHPS00019, PLHELIO00014, 3.897157932274929e-10, 0.00024313153415998054
PLECHPS00019, PLERTEL00011, 1.2768231368867596e-05, 0.00023923444976076556
